Post_ID,Brand_Name,Post_Type,Food_Category,Post_DateTime,Total_Likes,Total_Shares,Total_Comments,Reaction_Love,Reaction_Yummy,Reaction_Dislike,Post_Hour,Post_Day,Gender,Age_Group,Region,City_Tier,Total_Engagement,Engagement_Rate,Engagement_Category,Month,Month_Number,Quarter,Year,Is_Weekend,Day_Type,Is_Peak_Hour,Time_Period,Positive_Reactions,Sentiment_Score,Virality_Score,Virality_Category,Device_Type,Campaign_Type,Content_Theme,Share_Rate,Comment_Rate,Performance_Score,Performance_Category
POST_272,Subway,Carousel,Beverages,2025-06-02 04:03:45,3504,616,135,1373,817,77,4,Monday,Female,35-44,South America,Tier 2,4255,4.26,High,June,6,Q2,2025,0,Weekday,0,Night,2190,0.932,17.57,Medium,Mobile,Organic,Refreshing,17.57,3.85,5622,Medium
POST_273,Subway,Reel (Video),Healthy/Vegan,2025-10-23 17:30:30,2427,275,112,826,289,40,17,Thursday,Female,18-24,Asia,Tier 3,2814,2.81,Medium,October,10,Q4,2025,0,Weekday,0,Afternoon,1115,0.931,11.33,Medium,Mobile,Paid,Health-Conscious,11.33,4.61,3476,Low
POST_274,Dominos,Reel (Video),Desserts,2025-11-06 16:19:12,6363,339,387,3430,712,129,16,Thursday,Female,25-34,North America,Tier 3,7089,7.09,High,November,11,Q4,2025,0,Weekday,0,Afternoon,4142,0.94,5.33,Low,Mobile,Organic,Indulgent,5.33,6.08,8154,Medium
POST_275,KFC,Carousel,Desserts,2025-12-09 04:27:26,1355,261,113,739,311,32,4,Tuesday,Female,35-44,Europe,Tier 2,1729,1.73,Medium,December,12,Q4,2025,0,Weekday,0,Night,1050,0.941,19.25,Medium,Tablet,Organic,Indulgent,19.25,8.33,2364,Low
POST_276,BurgerKing,Carousel,Desserts,2025-08-04 22:26:29,293,57,19,125,81,10,22,Monday,Female,18-24,North America,Tier 1,369,0.37,Low,August,8,Q3,2025,0,Weekday,0,Evening,206,0.907,19.39,Medium,Mobile,Organic,Indulgent,19.39,6.46,502,Low
POST_277,TacoBell,Story,Desserts,2025-09-28 08:43:30,2287,394,164,1140,348,33,8,Sunday,Female,18-24,North America,Tier 2,2845,2.84,Medium,September,9,Q3,2025,1,Weekend,0,Morning,1488,0.957,17.22,Medium,Desktop,Organic,Indulgent,17.22,7.17,3797,Low
POST_278,BurgerKing,Story,Healthy/Vegan,2025-12-01 21:15:55,4044,534,194,2113,1027,185,21,Monday,Female,35-44,Middle East,Tier 1,4772,4.77,High,December,12,Q4,2025,0,Weekday,1,Evening,3140,0.889,13.2,Medium,Mobile,Organic,Health-Conscious,13.2,4.8,6034,Medium
POST_279,Subway,Carousel,Street Food,2025-05-06 04:00:19,3447,620,262,1082,834,122,4,Tuesday,Female,35-44,North America,Tier 1,4329,4.33,High,May,5,Q2,2025,0,Weekday,0,Night,1916,0.88,17.98,Medium,Mobile,Organic,Authentic,17.98,7.6,5831,Medium
POST_280,KFC,Static Image,Healthy/Vegan,2025-07-28 13:08:19,4718,723,288,1460,984,134,13,Monday,Female,25-34,Europe,Tier 2,5729,5.73,High,July,7,Q3,2025,0,Weekday,1,Afternoon,2444,0.896,15.32,Medium,Mobile,Organic,Health-Conscious,15.32,6.1,7463,Medium
POST_281,Starbucks,Reel (Video),Desserts,2025-11-22 14:36:35,724,63,62,345,121,3,14,Saturday,Female,35-44,Asia,Tier 1,849,0.85,Low,November,11,Q4,2025,1,Weekend,1,Afternoon,466,0.987,8.69,Low,Mobile,Organic,Indulgent,8.69,8.55,1037,Low
POST_282,Dominos,Static Image,Desserts,2025-05-08 12:12:33,2551,188,130,1139,301,110,12,Thursday,Male,25-34,Asia,Tier 3,2869,2.87,Medium,May,5,Q2,2025,0,Weekday,1,Morning,1440,0.858,7.37,Low,Mobile,Paid,Indulgent,7.37,5.09,3375,Low
POST_283,Starbucks,Reel (Video),Street Food,2025-11-24 20:41:20,4074,775,298,1769,423,80,20,Monday,Male,18-24,Europe,Tier 1,5147,5.15,High,November,11,Q4,2025,0,Weekday,1,Evening,2192,0.93,19.02,Medium,Mobile,Paid,Authentic,19.02,7.31,6995,Medium
POST_284,KFC,Reel (Video),Beverages,2025-10-25 05:59:34,1566,95,76,857,276,64,5,Saturday,Male,25-34,North America,Tier 2,1737,1.74,Medium,October,10,Q4,2025,1,Weekend,0,Night,1133,0.893,6.06,Low,Mobile,Paid,Refreshing,6.06,4.85,2003,Low
POST_285,Subway,Reel (Video),Street Food,2025-11-12 10:09:08,5667,650,440,1831,576,180,10,Wednesday,Female,18-24,North America,Tier 2,6757,6.76,High,November,11,Q4,2025,0,Weekday,0,Morning,2407,0.861,11.47,Medium,Mobile,Paid,Authentic,11.47,7.76,8497,Medium
POST_286,Subway,Reel (Video),Street Food,2026-02-07 02:06:14,5440,298,196,3023,1130,224,2,Saturday,Male,45-54,Europe,Tier 3,5934,5.93,High,February,2,Q1,2026,1,Weekend,0,Night,4153,0.898,5.48,Low,Mobile,Organic,Authentic,5.48,3.6,6726,Medium
POST_287,TacoBell,Static Image,Street Food,2025-04-27 11:40:05,937,115,41,438,260,45,11,Sunday,Male,25-34,North America,Tier 2,1093,1.09,Medium,April,4,Q2,2025,1,Weekend,1,Morning,698,0.879,12.26,Medium,Tablet,Paid,Authentic,12.26,4.37,1364,Low
POST_288,Subway,Carousel,Healthy/Vegan,2025-08-19 10:02:03,980,145,63,447,193,1,10,Tuesday,Female,25-34,Europe,Tier 2,1188,1.19,Medium,August,8,Q3,2025,0,Weekday,0,Morning,640,0.997,14.78,Medium,Mobile,Organic,Health-Conscious,14.78,6.42,1541,Low
POST_289,TacoBell,Story,Fast Food,2025-05-26 13:49:55,4628,376,314,1833,1220,3,13,Monday,Male,25-34,North America,Tier 1,5318,5.32,High,May,5,Q2,2025,0,Weekday,1,Afternoon,3053,0.998,8.12,Low,Mobile,Paid,Indulgent,8.12,6.78,6384,Medium
POST_290,BurgerKing,Reel (Video),Fast Food,2025-11-07 10:06:26,2778,297,129,943,809,17,10,Friday,Female,45-54,North America,Tier 2,3204,3.2,High,November,11,Q4,2025,0,Weekday,0,Morning,1752,0.981,10.69,Medium,Mobile,Paid,Indulgent,10.69,4.64,3927,Low
POST_291,Subway,Story,Beverages,2025-11-04 12:34:41,1509,189,117,628,294,39,12,Tuesday,Male,18-24,Europe,Tier 1,1815,1.82,Medium,November,11,Q4,2025,0,Weekday,1,Morning,922,0.919,12.52,Medium,Mobile,Paid,Refreshing,12.52,7.75,2310,Low
POST_292,TacoBell,Story,Fast Food,2025-07-24 10:26:05,373,73,36,219,75,10,10,Thursday,Male,25-34,North America,Tier 2,482,0.48,Low,July,7,Q3,2025,0,Weekday,0,Morning,294,0.934,19.52,Medium,Mobile,Paid,Indulgent,19.52,9.63,664,Low
POST_293,Dominos,Static Image,Fast Food,2025-04-04 01:42:49,4456,233,377,1501,1324,210,1,Friday,Female,25-34,Europe,Tier 2,5066,5.07,High,April,4,Q2,2025,0,Weekday,0,Night,2825,0.862,5.23,Low,Mobile,Organic,Indulgent,5.23,8.46,5909,Medium
POST_294,TacoBell,Static Image,Street Food,2025-03-07 18:43:16,2867,304,78,1316,831,21,18,Friday,Male,25-34,Asia,Tier 2,3249,3.25,High,March,3,Q1,2025,0,Weekday,1,Afternoon,2147,0.981,10.6,Medium,Mobile,Organic,Authentic,10.6,2.72,3935,Low
POST_295,Subway,Carousel,Desserts,2025-07-19 02:50:45,2231,132,170,1034,388,55,2,Saturday,Male,18-24,Asia,Tier 1,2533,2.53,Medium,July,7,Q3,2025,1,Weekend,0,Night,1422,0.926,5.91,Low,Mobile,Organic,Indulgent,5.91,7.62,2967,Low
POST_296,KFC,Static Image,Fast Food,2025-01-18 23:00:24,410,58,18,214,95,16,23,Saturday,Female,45-54,North America,Tier 1,486,0.49,Low,January,1,Q1,2025,1,Weekend,0,Evening,309,0.902,14.11,Medium,Mobile,Organic,Indulgent,14.11,4.38,620,Low
POST_297,KFC,Reel (Video),Fast Food,2025-09-19 08:02:27,4360,672,145,2484,1177,56,8,Friday,Female,45-54,North America,Tier 2,5177,5.18,High,September,9,Q3,2025,0,Weekday,0,Morning,3661,0.97,15.41,Medium,Mobile,Organic,Indulgent,15.41,3.32,6666,Medium
POST_298,TacoBell,Carousel,Healthy/Vegan,2025-10-19 23:38:51,417,71,17,210,86,3,23,Sunday,Male,25-34,North America,Tier 1,505,0.5,Low,October,10,Q4,2025,1,Weekend,0,Evening,296,0.98,16.99,Medium,Mobile,Organic,Health-Conscious,16.99,4.07,664,Low
POST_299,Subway,Carousel,Healthy/Vegan,2025-02-02 04:57:52,223,41,8,106,62,10,4,Sunday,Female,35-44,Asia,Tier 1,272,0.27,Low,February,2,Q1,2025,1,Weekend,0,Night,168,0.888,18.3,Medium,Mobile,Paid,Health-Conscious,18.3,3.57,362,Low
POST_300,TacoBell,Reel (Video),Desserts,2025-07-08 17:46:54,2511,271,125,1186,296,100,17,Tuesday,Male,45-54,Asia,Tier 1,2907,2.91,Medium,July,7,Q3,2025,0,Weekday,0,Afternoon,1482,0.874,10.79,Medium,Mobile,Organic,Indulgent,10.79,4.98,3574,Low
POST_301,Dominos,Story,Healthy/Vegan,2025-02-06 09:59:09,2369,205,98,734,437,27,9,Thursday,Male,35-44,North America,Tier 3,2672,2.67,Medium,February,2,Q1,2025,0,Weekday,0,Morning,1171,0.955,8.65,Low,Desktop,Paid,Health-Conscious,8.65,4.14,3180,Low
POST_302,TacoBell,Reel (Video),Street Food,2025-01-13 19:25:01,2770,332,208,1203,795,119,19,Monday,Female,18-24,South America,Tier 2,3310,3.31,High,January,1,Q1,2025,0,Weekday,1,Evening,1998,0.888,11.98,Medium,Mobile,Paid,Authentic,11.98,7.51,4182,Low
POST_303,KFC,Story,Desserts,2025-10-26 08:07:47,69,6,6,39,17,0,8,Sunday,Female,25-34,North America,Tier 1,81,0.08,Low,October,10,Q4,2025,1,Weekend,0,Morning,56,1.0,8.57,Low,Mobile,Paid,Indulgent,8.57,8.57,99,Low
POST_304,TacoBell,Carousel,Street Food,2025-03-02 15:23:02,2544,350,176,1172,409,78,15,Sunday,Female,25-34,Europe,Tier 1,3070,3.07,High,March,3,Q1,2025,1,Weekend,0,Afternoon,1581,0.906,13.75,Medium,Mobile,Paid,Authentic,13.75,6.92,3946,Low
POST_305,Subway,Static Image,Healthy/Vegan,2025-09-21 00:04:20,3708,308,332,1624,544,158,0,Sunday,Female,25-34,Asia,Tier 1,4348,4.35,High,September,9,Q3,2025,1,Weekend,0,Night,2168,0.864,8.3,Low,Desktop,Organic,Health-Conscious,8.3,8.95,5296,Medium
POST_306,Subway,Static Image,Beverages,2026-01-25 07:17:43,897,80,46,271,252,8,7,Sunday,Other,35-44,South America,Tier 2,1023,1.02,Medium,January,1,Q1,2026,1,Weekend,0,Morning,523,0.97,8.91,Low,Mobile,Paid,Refreshing,8.91,5.12,1229,Low
POST_307,Subway,Carousel,Beverages,2025-12-30 19:11:06,4066,790,115,2381,805,169,19,Tuesday,Female,45-54,Asia,Tier 2,4971,4.97,High,December,12,Q4,2025,0,Weekday,1,Evening,3186,0.899,19.42,Medium,Mobile,Paid,Refreshing,19.42,2.83,6666,Medium
POST_308,BurgerKing,Story,Fast Food,2025-01-02 14:03:39,222,28,15,100,47,8,14,Thursday,Male,45-54,Asia,Tier 1,265,0.26,Low,January,1,Q1,2025,0,Weekday,1,Afternoon,147,0.897,12.56,Medium,Mobile,Organic,Indulgent,12.56,6.73,336,Low
POST_309,Dominos,Carousel,Healthy/Vegan,2025-09-16 16:10:13,4135,421,260,1301,495,124,16,Tuesday,Female,25-34,North America,Tier 1,4816,4.82,High,September,9,Q3,2025,0,Weekday,0,Afternoon,1796,0.871,10.18,Medium,Mobile,Organic,Health-Conscious,10.18,6.29,5918,Medium
POST_310,KFC,Story,Healthy/Vegan,2025-01-16 01:59:55,1913,176,124,1074,383,61,1,Thursday,Male,18-24,Asia,Tier 1,2213,2.21,Medium,January,1,Q1,2025,0,Weekday,0,Night,1457,0.92,9.2,Low,Mobile,Paid,Health-Conscious,9.2,6.48,2689,Low
POST_311,Dominos,Story,Desserts,2025-12-21 06:27:47,4039,573,349,2378,1003,117,6,Sunday,Male,55+,North America,Tier 2,4961,4.96,High,December,12,Q4,2025,1,Weekend,0,Night,3381,0.933,14.18,Medium,Mobile,Organic,Indulgent,14.18,8.64,6456,Medium
POST_312,TacoBell,Carousel,Healthy/Vegan,2025-08-07 19:09:25,2076,312,118,1108,518,47,19,Thursday,Male,35-44,South America,Tier 2,2506,2.51,Medium,August,8,Q3,2025,0,Weekday,1,Evening,1626,0.944,15.02,Medium,Desktop,Organic,Health-Conscious,15.02,5.68,3248,Low
POST_313,Dominos,Story,Beverages,2026-01-29 17:51:09,2991,507,90,1636,447,106,17,Thursday,Male,18-24,Europe,Tier 1,3588,3.59,High,January,1,Q1,2026,0,Weekday,0,Afternoon,2083,0.903,16.95,Medium,Mobile,Paid,Refreshing,16.95,3.01,4692,Low
POST_314,Starbucks,Story,Desserts,2025-11-10 05:31:31,754,120,64,233,118,4,5,Monday,Other,45-54,Asia,Tier 1,938,0.94,Low,November,11,Q4,2025,0,Weekday,0,Night,351,0.977,15.89,Medium,Desktop,Organic,Indulgent,15.89,8.48,1242,Low
POST_315,BurgerKing,Story,Healthy/Vegan,2025-08-11 15:50:50,2629,224,245,1121,616,103,15,Monday,Female,45-54,Europe,Tier 1,3098,3.1,High,August,8,Q3,2025,0,Weekday,0,Afternoon,1737,0.888,8.52,Low,Tablet,Organic,Health-Conscious,8.52,9.32,3791,Low
POST_316,BurgerKing,Reel (Video),Healthy/Vegan,2025-05-03 04:27:11,2323,400,177,1009,330,41,4,Saturday,Female,25-34,Asia,Tier 3,2900,2.9,Medium,May,5,Q2,2025,1,Weekend,0,Night,1339,0.941,17.21,Medium,Mobile,Paid,Health-Conscious,17.21,7.62,3877,Low
POST_317,Starbucks,Reel (Video),Healthy/Vegan,2025-12-22 19:11:36,2074,151,93,815,244,43,19,Monday,Male,25-34,Europe,Tier 1,2318,2.32,Medium,December,12,Q4,2025,0,Weekday,1,Evening,1059,0.922,7.28,Low,Mobile,Organic,Health-Conscious,7.28,4.48,2713,Low
POST_318,KFC,Story,Street Food,2026-01-17 06:50:30,2481,338,93,888,332,16,6,Saturday,Male,25-34,Asia,Tier 2,2912,2.91,Medium,January,1,Q1,2026,1,Weekend,0,Night,1220,0.974,13.62,Medium,Mobile,Organic,Authentic,13.62,3.75,3681,Low
POST_319,TacoBell,Carousel,Beverages,2025-08-10 17:07:06,464,79,16,252,115,7,17,Sunday,Male,18-24,North America,Tier 2,559,0.56,Low,August,8,Q3,2025,1,Weekend,0,Afternoon,367,0.963,16.99,Medium,Mobile,Organic,Refreshing,16.99,3.44,733,Low
POST_320,BurgerKing,Carousel,Healthy/Vegan,2025-10-03 13:41:16,1147,153,105,435,239,38,13,Friday,Male,25-34,North America,Tier 1,1405,1.4,Medium,October,10,Q4,2025,0,Weekday,1,Afternoon,674,0.893,13.33,Medium,Mobile,Organic,Health-Conscious,13.33,9.15,1816,Low
POST_321,BurgerKing,Story,Beverages,2025-07-24 17:00:18,4954,735,487,2750,1058,243,17,Thursday,Female,35-44,North America,Tier 1,6176,6.18,High,July,7,Q3,2025,0,Weekday,0,Afternoon,3808,0.88,14.83,Medium,Desktop,Paid,Refreshing,14.83,9.83,8133,Medium
POST_322,BurgerKing,Reel (Video),Desserts,2025-06-25 23:39:25,7324,530,527,2533,2041,1,23,Wednesday,Female,18-24,North America,Tier 1,8381,8.38,High,June,6,Q2,2025,0,Weekday,0,Evening,4574,1.0,7.24,Low,Desktop,Organic,Indulgent,7.24,7.19,9968,Medium
POST_323,Subway,Story,Street Food,2025-12-17 12:55:05,590,75,49,244,113,13,12,Wednesday,Female,25-34,South America,Tier 2,714,0.71,Low,December,12,Q4,2025,0,Weekday,1,Morning,357,0.93,12.69,Medium,Mobile,Organic,Authentic,12.69,8.29,913,Low
POST_324,Dominos,Static Image,Healthy/Vegan,2025-09-12 08:53:23,3476,325,117,1796,355,44,8,Friday,Male,25-34,North America,Tier 2,3918,3.92,High,September,9,Q3,2025,0,Weekday,0,Morning,2151,0.96,9.35,Low,Mobile,Organic,Health-Conscious,9.35,3.36,4685,Low
POST_325,KFC,Static Image,Beverages,2025-06-23 01:30:24,3610,510,108,2099,636,67,1,Monday,Female,25-34,Middle East,Tier 2,4228,4.23,High,June,6,Q2,2025,0,Weekday,0,Night,2735,0.952,14.12,Medium,Desktop,Organic,Refreshing,14.12,2.99,5356,Medium
POST_326,BurgerKing,Static Image,Street Food,2025-03-10 13:29:22,2668,159,151,1564,298,113,13,Monday,Female,45-54,North America,Tier 2,2978,2.98,Medium,March,3,Q1,2025,0,Weekday,1,Afternoon,1862,0.886,5.96,Low,Tablet,Paid,Authentic,5.96,5.66,3447,Low
POST_327,KFC,Story,Street Food,2025-03-16 05:06:19,895,119,88,411,241,38,5,Sunday,Female,25-34,North America,Tier 1,1102,1.1,Medium,March,3,Q1,2025,1,Weekend,0,Night,652,0.89,13.28,Medium,Desktop,Paid,Authentic,13.28,9.82,1428,Low
POST_328,Subway,Static Image,Desserts,2025-03-31 20:26:24,4730,674,430,2205,935,0,20,Monday,Female,25-34,Asia,Tier 3,5834,5.83,High,March,3,Q1,2025,0,Weekday,1,Evening,3140,1.0,14.25,Medium,Mobile,Organic,Indulgent,14.25,9.09,7612,Medium
POST_329,Starbucks,Static Image,Street Food,2025-02-17 22:23:51,4544,242,353,2293,622,56,22,Monday,Male,35-44,Asia,Tier 2,5139,5.14,High,February,2,Q1,2025,0,Weekday,0,Evening,2915,0.962,5.32,Low,Mobile,Organic,Authentic,5.32,7.77,5976,Medium
POST_330,Subway,Static Image,Beverages,2025-11-04 01:10:55,2818,250,273,1670,802,136,1,Tuesday,Male,25-34,Europe,Tier 1,3341,3.34,High,November,11,Q4,2025,0,Weekday,0,Night,2472,0.896,8.87,Low,Mobile,Organic,Refreshing,8.87,9.68,4114,Low
POST_331,BurgerKing,Reel (Video),Desserts,2025-11-12 04:18:21,4936,395,237,2689,716,217,4,Wednesday,Male,18-24,Europe,Tier 3,5568,5.57,High,November,11,Q4,2025,0,Weekday,0,Night,3405,0.88,8.0,Low,Mobile,Organic,Indulgent,8.0,4.8,6595,Medium
POST_332,Dominos,Reel (Video),Healthy/Vegan,2025-07-06 07:13:05,5302,517,169,1740,1137,233,7,Sunday,Female,25-34,Asia,Tier 2,5988,5.99,High,July,7,Q3,2025,1,Weekend,0,Morning,2877,0.85,9.75,Low,Mobile,Paid,Health-Conscious,9.75,3.19,7191,Medium
POST_333,TacoBell,Story,Beverages,2025-09-23 03:55:24,295,32,19,102,55,4,3,Tuesday,Male,18-24,North America,Tier 2,346,0.35,Low,September,9,Q3,2025,0,Weekday,0,Night,157,0.95,10.81,Medium,Mobile,Organic,Refreshing,10.81,6.42,429,Low
POST_334,KFC,Static Image,Desserts,2025-04-24 02:04:13,1587,254,47,524,202,74,2,Thursday,Male,18-24,Middle East,Tier 2,1888,1.89,Medium,April,4,Q2,2025,0,Weekday,0,Night,726,0.815,15.99,Medium,Mobile,Organic,Indulgent,15.99,2.96,2443,Low
POST_335,KFC,Reel (Video),Healthy/Vegan,2025-07-20 14:54:54,3925,374,99,1440,1100,84,14,Sunday,Male,25-34,Middle East,Tier 2,4398,4.4,High,July,7,Q3,2025,1,Weekend,1,Afternoon,2540,0.936,9.53,Low,Mobile,Organic,Health-Conscious,9.53,2.52,5245,Medium
POST_336,KFC,Story,Street Food,2025-10-24 20:49:27,2072,281,120,645,510,64,20,Friday,Male,25-34,Asia,Tier 2,2473,2.47,Medium,October,10,Q4,2025,0,Weekday,1,Evening,1155,0.895,13.56,Medium,Mobile,Paid,Authentic,13.56,5.79,3155,Low
POST_337,Dominos,Story,Beverages,2025-11-25 17:44:57,1696,313,151,734,325,46,17,Tuesday,Female,45-54,North America,Tier 1,2160,2.16,Medium,November,11,Q4,2025,0,Weekday,0,Afternoon,1059,0.917,18.44,Medium,Mobile,Paid,Refreshing,18.44,8.9,2937,Low
POST_338,BurgerKing,Static Image,Desserts,2025-09-10 08:53:46,4119,555,346,1879,751,185,8,Wednesday,Female,25-34,Asia,Tier 1,5020,5.02,High,September,9,Q3,2025,0,Weekday,0,Morning,2630,0.869,13.47,Medium,Mobile,Organic,Indulgent,13.47,8.4,6476,Medium
POST_339,Subway,Carousel,Fast Food,2026-02-06 00:37:33,4522,414,433,2082,929,21,0,Friday,Male,25-34,North America,Tier 3,5369,5.37,High,February,2,Q1,2026,0,Weekday,0,Night,3011,0.986,9.15,Low,Mobile,Paid,Indulgent,9.15,9.57,6630,Medium
POST_340,BurgerKing,Reel (Video),Desserts,2025-01-09 09:18:33,2115,275,106,1251,633,42,9,Thursday,Male,25-34,North America,Tier 1,2496,2.5,Medium,January,1,Q1,2025,0,Weekday,0,Morning,1884,0.956,13.0,Medium,Mobile,Organic,Indulgent,13.0,5.01,3152,Low
POST_341,TacoBell,Reel (Video),Fast Food,2025-02-12 09:06:12,6297,370,626,2067,1132,54,9,Wednesday,Female,18-24,North America,Tier 1,7293,7.29,High,February,2,Q1,2025,0,Weekday,0,Morning,3199,0.967,5.87,Low,Desktop,Organic,Indulgent,5.87,9.94,8659,Medium
POST_342,BurgerKing,Carousel,Beverages,2025-09-19 00:33:32,4119,433,175,1729,605,151,0,Friday,Male,35-44,Europe,Tier 1,4727,4.73,High,September,9,Q3,2025,0,Weekday,0,Night,2334,0.878,10.51,Medium,Mobile,Paid,Refreshing,10.51,4.25,5768,Medium
POST_343,Starbucks,Carousel,Fast Food,2025-10-13 15:35:43,379,72,34,178,41,3,15,Monday,Male,18-24,South America,Tier 1,485,0.48,Low,October,10,Q4,2025,0,Weekday,0,Afternoon,219,0.973,18.95,Medium,Mobile,Paid,Indulgent,18.95,8.95,663,Low
POST_344,Subway,Reel (Video),Beverages,2025-10-21 05:23:07,418,29,41,129,76,14,5,Tuesday,Male,55+,Asia,Tier 2,488,0.49,Low,October,10,Q4,2025,0,Weekday,0,Night,205,0.872,6.92,Low,Mobile,Paid,Refreshing,6.92,9.79,587,Low
POST_345,TacoBell,Reel (Video),Street Food,2026-01-28 00:25:39,6513,1129,186,2341,1085,103,0,Wednesday,Male,18-24,Asia,Tier 3,7828,7.83,High,January,1,Q1,2026,0,Weekday,0,Night,3426,0.942,17.33,Medium,Desktop,Organic,Authentic,17.33,2.86,10272,Medium
POST_346,Subway,Reel (Video),Beverages,2025-02-05 09:11:46,3202,515,123,1064,505,107,9,Wednesday,Female,25-34,Europe,Tier 1,3840,3.84,High,February,2,Q1,2025,0,Weekday,0,Morning,1569,0.872,16.08,Medium,Mobile,Organic,Refreshing,16.08,3.84,4993,Low
POST_347,Subway,Story,Fast Food,2025-02-26 06:55:11,1337,188,129,459,257,66,6,Wednesday,Female,18-24,North America,Tier 1,1654,1.65,Medium,February,2,Q1,2025,0,Weekday,0,Night,716,0.831,14.05,Medium,Mobile,Paid,Indulgent,14.05,9.64,2159,Low
POST_348,BurgerKing,Reel (Video),Beverages,2025-04-03 01:13:06,7021,1325,334,2982,1135,115,1,Thursday,Male,55+,Europe,Tier 1,8680,8.68,High,April,4,Q2,2025,0,Weekday,0,Night,4117,0.946,18.87,Medium,Mobile,Organic,Refreshing,18.87,4.76,11664,Medium
POST_349,TacoBell,Reel (Video),Desserts,2025-12-18 04:10:05,3561,194,225,1973,1052,114,4,Thursday,Male,25-34,Middle East,Tier 3,3980,3.98,High,December,12,Q4,2025,0,Weekday,0,Night,3025,0.927,5.45,Low,Mobile,Organic,Indulgent,5.45,6.32,4593,Low
POST_350,Subway,Carousel,Fast Food,2025-06-30 16:20:10,670,44,29,283,192,31,16,Monday,Female,25-34,North America,Tier 2,743,0.74,Low,June,6,Q2,2025,0,Weekday,0,Afternoon,475,0.877,6.56,Low,Mobile,Organic,Indulgent,6.56,4.32,860,Low
POST_351,Dominos,Carousel,Healthy/Vegan,2025-12-05 00:03:38,614,114,40,244,74,19,0,Friday,Female,18-24,South America,Tier 1,768,0.77,Low,December,12,Q4,2025,0,Weekday,0,Night,318,0.887,18.54,Medium,Mobile,Paid,Health-Conscious,18.54,6.5,1036,Low
POST_352,Dominos,Carousel,Street Food,2025-08-16 20:56:02,736,105,36,239,99,35,20,Saturday,Female,35-44,Europe,Tier 2,877,0.88,Low,August,8,Q3,2025,1,Weekend,1,Evening,338,0.812,14.25,Medium,Desktop,Organic,Authentic,14.25,4.88,1123,Low
POST_353,TacoBell,Carousel,Desserts,2025-11-30 13:45:24,544,35,14,288,87,0,13,Sunday,Female,18-24,Europe,Tier 3,593,0.59,Low,November,11,Q4,2025,1,Weekend,1,Afternoon,375,1.0,6.42,Low,Mobile,Organic,Indulgent,6.42,2.57,677,Low
POST_354,Dominos,Reel (Video),Street Food,2025-11-17 05:06:18,4096,646,253,1359,1200,47,5,Monday,Male,45-54,Asia,Tier 2,4995,5.0,High,November,11,Q4,2025,0,Weekday,0,Night,2559,0.964,15.77,Medium,Desktop,Paid,Authentic,15.77,6.18,6540,Medium
POST_355,Starbucks,Static Image,Desserts,2025-02-20 19:44:33,2798,532,182,1468,588,69,19,Thursday,Male,18-24,Europe,Tier 3,3512,3.51,High,February,2,Q1,2025,0,Weekday,1,Evening,2056,0.935,19.01,Medium,Desktop,Organic,Indulgent,19.01,6.5,4758,Low
POST_356,KFC,Carousel,Beverages,2025-08-01 13:26:33,141,14,4,50,37,0,13,Friday,Female,18-24,South America,Tier 1,159,0.16,Low,August,8,Q3,2025,0,Weekday,1,Afternoon,87,1.0,9.86,Low,Mobile,Organic,Refreshing,9.86,2.82,191,Low
POST_357,KFC,Reel (Video),Beverages,2025-06-02 01:01:01,5877,793,348,2634,948,235,1,Monday,Male,18-24,South America,Tier 2,7018,7.02,High,June,6,Q2,2025,0,Weekday,0,Night,3582,0.877,13.49,Medium,Desktop,Organic,Refreshing,13.49,5.92,8952,Medium
POST_358,TacoBell,Story,Street Food,2025-01-25 20:02:30,633,35,27,270,146,5,20,Saturday,Female,25-34,Europe,Tier 1,695,0.7,Low,January,1,Q1,2025,1,Weekend,1,Evening,416,0.976,5.52,Low,Mobile,Organic,Authentic,5.52,4.26,792,Low
POST_359,Subway,Story,Desserts,2026-01-16 19:12:49,328,60,24,192,53,10,19,Friday,Female,25-34,North America,Tier 2,412,0.41,Low,January,1,Q1,2026,0,Weekday,1,Evening,245,0.922,18.24,Medium,Mobile,Organic,Indulgent,18.24,7.29,556,Low
POST_360,Subway,Reel (Video),Desserts,2025-04-08 09:17:28,5476,556,232,1831,1364,0,9,Tuesday,Female,18-24,Europe,Tier 2,6264,6.26,High,April,4,Q2,2025,0,Weekday,0,Morning,3195,1.0,10.15,Medium,Mobile,Organic,Indulgent,10.15,4.24,7608,Medium
POST_361,KFC,Static Image,Healthy/Vegan,2025-05-11 19:45:06,1280,92,102,562,131,42,19,Sunday,Male,35-44,South America,Tier 2,1474,1.47,Medium,May,5,Q2,2025,1,Weekend,1,Evening,693,0.886,7.18,Low,Mobile,Paid,Health-Conscious,7.18,7.96,1760,Low
POST_362,KFC,Carousel,Fast Food,2025-12-21 03:33:27,3323,601,271,1168,950,27,3,Sunday,Female,25-34,North America,Tier 2,4195,4.2,High,December,12,Q4,2025,1,Weekend,0,Night,2118,0.975,18.08,Medium,Mobile,Organic,Indulgent,18.08,8.15,5668,Medium
POST_363,TacoBell,Reel (Video),Beverages,2025-08-24 07:07:26,5602,1002,342,2455,670,14,7,Sunday,Male,25-34,Asia,Tier 1,6946,6.95,High,August,8,Q3,2025,1,Weekend,0,Morning,3125,0.991,17.88,Medium,Mobile,Paid,Refreshing,17.88,6.1,9292,Medium
